p_group_only,p_group_sex,p_full_adj,beta_group_full,top_cell_type,top_cell_p,survives,Gene
0.3367327708466737,0.31604574298357374,0.16672861084978274,0.23304851475226673,NK_cells,0.00041314801083149896,NO,TRPV4
0.0020620927267807824,0.038993677247918926,0.6462656692519941,0.04682933179003955,Mast_cells,8.153464773829088e-05,NO,ALPK3
0.08999536764244721,0.10374271840046666,0.4323307758073855,0.09494707556175191,Mast_cells,0.00034962998140750855,NO,TH
0.0169592954861328,0.04330519345345578,0.21625691914214323,0.1637021660686348,T_cells_CD8,0.07585632428997612,NO,ZNF252P-AS1
7.89841213445706e-07,0.0016340250487332849,0.7978131952121982,0.052830461999289084,NK_cells,3.7161673387479595e-12,NO,MAPKAPK3
2.415174146213505e-06,0.00340999699261168,0.05983207040754362,-0.2645096571204792,Basophils,0.03937812251432127,NO,C8orf82
0.24155985820096323,0.1509568494984135,0.06202279317841856,0.3217356784743117,NK_cells,7.409427502923112e-05,NO,STK38L
0.03934367098719106,0.10814275973119007,0.00034586963869755665,0.6656950645039013,Mast_cells,0.0006958326992583699,SI,RN7SL128P
0.008735750750343494,0.041445060038877005,0.6721919299033042,0.042203113301445,T_cells_Treg,0.007954311309465773,NO,SCN4B
0.5454794970841138,0.6553736015404535,0.5779978372492324,-0.09707244695957042,Basophils,0.01282347119451905,NO,OSGEP
0.020268727744426132,0.14378361590438685,0.8297883839648421,0.023294825964367733,Mast_cells,0.000792886518037956,NO,IRX5
0.8949041752211602,0.8048179647763178,0.4723337654882214,-0.12882294179049478,Basophils,0.00015221512066639268,NO,RP11-26J3.4
0.4461901843590138,0.1928039525604225,0.2658974150344304,0.19475016636144174,Basophils,0.00021692443025745067,NO,TMEM38B
0.5528058048412865,0.24576728806740372,0.22507175356005094,0.2019745536974947,T_cells_CD8,0.05657504456835458,NO,FAM118B
0.04223954031992546,0.2501844565684113,0.7245401905489417,0.03875326703079077,Eosinophils,0.00385014270081543,NO,CFAP99
0.015078677885518664,0.24036972717331148,0.8832108493207046,-0.020364634272475077,Mast_cells,0.09364177932605867,NO,ACTBP9
0.1730952320503815,0.08563864852934,0.1637347955878399,0.20935913400301995,T_cells_Treg,0.0370889506796953,NO,STEAP3
3.0336599720879744e-05,0.0006724734128411376,0.15350533345157202,-0.23994134219525323,T_cells_CD8,1.8019080371860244e-05,NO,INTS11
0.00029759778576144157,0.03515196178607282,0.29386407193994457,0.13606646480069026,Mast_cells,0.03332416914176921,NO,CHSY3
0.0008457573971826912,0.0053855415805414576,0.19896907244335446,0.17235047383584612,Mast_cells,0.0001534209770541451,NO,OR4D10
0.16909453321712753,0.5522617347785208,0.6739566352076484,-0.07877659125026913,T_cells_CD8,0.003798249293281266,NO,SMARCE1
0.5579016491272066,0.657833243795174,0.9171822560709739,0.02249004705279807,Basophils,0.004187574945874074,NO,MTAP
0.1455647256706448,0.09325082438817281,0.5250421269766008,-0.23271081972725788,Basophils,0.0013066291614266385,NO,SNORA17A
0.02000061772694225,0.26831746462269807,0.7464389375174352,0.027702667704283326,Mast_cells,0.00059753655492875,NO,RP11-114H7.2
0.014425449867016526,0.2924678711267864,0.4567064968782056,0.18980163961266977,T_cells_CD8,0.0045417775547955605,NO,NENF
1.5753674635378157e-06,0.00034551319695661696,0.39580875057217535,-0.11717107903114092,NK_cells,1.418944439926938e-06,NO,SEPHS2
2.589905039330532e-06,0.0009801460799518308,0.03800186573821682,0.29533041332237175,Mast_cells,6.939752349271086e-05,SI,RP11-114H24.2
0.023709856342141684,0.13162432103900834,0.997497863285095,-0.0008441782349476195,Basophils,4.884301986615974e-05,NO,BCL2A1
0.046586586797667785,0.2970211432813887,0.8009182555104268,-0.04979417769231114,Basophils,0.009144845712447123,NO,COMMD4
0.014761410733219448,0.09933883033553934,0.4041019879153997,0.16309813893707778,Mast_cells,2.6419870978101843e-09,NO,RPL13A
