gene_id,log2FC,p_value,p_adj,gene_symbol
8107518,-0.2035499363184092,0.0025360749850794,0.4491623908590623,
8023968,0.2209979681592049,0.0025495297435913,0.4491623908590623,CDC34
7917304,0.14587079800995,0.0026073932612169,0.4491686303163453,MCOLN3
8033385,0.0928287144278607,0.0026215344396186,0.4491686303163453,PEX11G
7893080,-0.2136666407960197,0.0026186877063181,0.4491686303163453,
8006148,-0.1007711243781113,0.0026249659688259,0.4491686303163453,GOSR1
7904923,0.1310971343283582,0.0026305037364233,0.4491686303163453,
8058458,0.1514970726368147,0.0026207866789904,0.4491686303163453,
7894939,-0.3443622825870651,0.0027074289141107,0.4576104596606338,
7912863,0.1021582009950252,0.0027047744865363,0.4576104596606338,MST1P9
7999532,0.1953663980099484,0.0027482139867438,0.4598355835005489,GSPT1
8041781,-0.1522371880597024,0.0027477742973126,0.4598355835005489,EPAS1
8174389,0.0781655442786073,0.0027676741324083,0.4607762279340033,COL4A6
7969390,-0.2544146547263688,0.0028194556382373,0.467061763116361,PIBF1
7959173,0.1920453333333345,0.0028528452850331,0.4679368938706807,RNF10
8117640,-0.1386818109452736,0.0028429786202979,0.4679368938706807,ZSCAN16
8161405,-0.1663548238805976,0.0029377395974552,0.4771605628120294,
8053751,-0.1663548238805976,0.0029377395974552,0.4771605628120294,
7984353,0.0920087104477618,0.0030123763499954,0.4845560160666524,SMAD6
7951077,0.1536667641791034,0.0030115659777976,0.4845560160666524,SESN3
8069511,-0.2485147522388047,0.0030724848688141,0.4869012657106438,C21orf81
8005305,0.1504471402985121,0.0030772765145563,0.4869012657106438,C17orf39
7907171,-0.1729481194029851,0.0031305378996073,0.4869012657106438,BLZF1
8027266,0.1495263800995037,0.0030959234224911,0.4869012657106438,
7976724,0.1132006666666667,0.0031224055028191,0.4869012657106438,
7931027,0.097383387064676,0.0031326054454873,0.4869012657106438,
8148982,-0.1512776159203959,0.0030471363585159,0.4869012657106438,LOC389607
8057615,0.1133609094527372,0.0031439400584974,0.4869012657106438,DIRC1
7967418,0.122083934328359,0.0031626602320336,0.4875328599352942,
7925480,-0.1396448736318403,0.0032007541725651,0.4911313902483918,FH
8064388,0.10174839800995,0.0032616099854769,0.4914109850064539,C20orf54
8031899,-0.0864792537313405,0.0032520883375318,0.4914109850064539,
7967028,0.293047205970149,0.0032405009169782,0.4914109850064539,RNU4-2
7911155,-0.160577848756219,0.0032582870471455,0.4914109850064539,SCCPDH
8162639,-0.1544685233830849,0.003306391638749,0.4959140648442594,ZNF782
7958200,-0.1033439721393039,0.003337021754624,0.4960393453737308,EID3
8150253,0.0793171900497515,0.0033332483522615,0.4960393453737308,STAR
7970907,-0.1294181273631824,0.0033955845555986,0.50250123976786,N4BP2L2
8104463,0.057984895522388,0.0037114328427398,0.5057001490554077,MARCH6
8113938,0.1340713094527368,0.0047261918581662,0.5057001490554077,ACSL6
8155591,-0.2094876099502478,0.0041871256856857,0.5057001490554077,ANKRD20B
8161384,-0.2619147681592046,0.0047083305240217,0.5057001490554077,LOC644249
8148917,-0.0802218328358224,0.004316910050135,0.5057001490554077,MFSD3
8132515,-0.1294194189054733,0.0043326486547007,0.5057001490554077,BLVRA
7931726,0.1093580119402988,0.0050875665837754,0.5057001490554077,
7911351,-0.0680388736318384,0.0035072002518456,0.5057001490554077,NCRNA00115
7925743,0.1805546149253727,0.0041496723553319,0.5057001490554077,OR2T12
7977736,0.2138097432835799,0.004170943591843,0.5057001490554077,RAB2B
8180216,-0.088829661691542,0.0048911818483805,0.5057001490554077,
7941203,0.0947113970149251,0.0050188737366965,0.5057001490554077,SLC22A20
8065569,0.194199940298505,0.0040016436481069,0.5057001490554077,BCL2L1
8148941,-0.1050983800995055,0.004005421589452,0.5057001490554077,ZNF7
8165723,0.0765633870646773,0.00457611062886,0.5057001490554077,SHOX
8171760,-0.1963920497512425,0.0038766607499397,0.5057001490554077,SCARNA9L
8162902,0.0974532696517416,0.0037814041824192,0.5057001490554077,C9orf125
8169701,-0.1521089134328361,0.0049244769563393,0.5057001490554077,MCTS1
8003810,0.1198836696517418,0.0044691081892495,0.5057001490554077,
7983490,0.080242509452737,0.0044045505026329,0.5057001490554077,C15orf21
8026954,0.1523045532338303,0.0050072351385913,0.5057001490554077,PIK3R2
7965652,-0.1034488218905487,0.0037723005572557,0.5057001490554077,CDK17
