gene_id,log2FC,p_value,p_adj
7896360,0.19407669651741344,0.005585485323251105,0.5166108466897001
8110631,0.07850393631840724,0.005664201112253194,0.5215683502713411
8152255,-0.1132744577114444,0.005686077158557732,0.5215683502713411
7895629,-0.10409928557213988,0.005676043606702391,0.5215683502713411
8154951,0.08954587064676645,0.005706619615610267,0.5220145970905908
7917359,-0.17984197014925307,0.005731583507403396,0.5228617425918107
8057620,0.09438018905472756,0.005793567995314624,0.5229476185133825
8117304,0.06573565572139373,0.00576426571857325,0.5229476185133825
8133049,-0.17118776119402845,0.00579534706524426,0.5229476185133825
7948534,0.1253899900497526,0.005781501117367074,0.5229476185133825
7958396,0.10168041393034777,0.005830268373852512,0.5246768812004515
7919984,0.2607026646766215,0.006450318785396796,0.5277058098215163
8138647,-0.08125997810945051,0.005993572711191804,0.5277058098215163
7944632,0.09958271840796051,0.006369038117832189,0.5277058098215163
8147344,-0.07708041592039905,0.00632127139079846,0.5277058098215163
8107090,0.0898124258706483,0.006381468311231955,0.5277058098215163
8142821,0.08053270049751227,0.006168384690423125,0.5277058098215163
7905018,0.08837145074626918,0.005958984321595856,0.5277058098215163
8047692,-0.17042057711442649,0.006360966584652342,0.5277058098215163
7940020,0.09997807363184119,0.00605707262431137,0.5277058098215163
8020068,-0.12749105074627032,0.0061316377782741445,0.5277058098215163
8171024,-0.20327234029850594,0.0060106571711376865,0.5277058098215163
7896387,-0.10822349452736368,0.006447559981475771,0.5277058098215163
7918313,0.07318690348258539,0.006367043574512448,0.5277058098215163
8068761,-0.1881552199004961,0.006162929716363193,0.5277058098215163
8106702,-0.11533993233830842,0.006433578597130026,0.5277058098215163
8043840,-0.14756495920398116,0.005971551306961053,0.5277058098215163
8050790,-0.08968887164179051,0.00612871567832146,0.5277058098215163
8131387,-0.08952212736318721,0.006353949393547347,0.5277058098215163
7987574,0.10847594825870743,0.00642833476265019,0.5277058098215163
8124726,-0.08820955223880667,0.006432297275940761,0.5277058098215163
7945101,-0.07874853333333132,0.0060751187373244316,0.5277058098215163
7932550,0.14399404378109448,0.005991265865594237,0.5277058098215163
8130817,0.07598915621890434,0.006314455178534068,0.5277058098215163
7923762,0.15477817512437753,0.006347731392170153,0.5277058098215163
8033571,0.08655406766169094,0.0061210243797541804,0.5277058098215163
8003576,0.08915066865671584,0.006182039713488048,0.5277058098215163
7923424,0.07988673432835869,0.0060592345430463945,0.5277058098215163
8144089,-0.08708959402984995,0.005918626639030135,0.5277058098215163
7966517,0.07819889950248893,0.006060804078351776,0.5277058098215163
7931519,0.09494099303482528,0.006136441263760973,0.5277058098215163
7962557,0.09626502089552202,0.006055056579861299,0.5277058098215163
8079796,0.19531158009950111,0.006142988990617325,0.5277058098215163
7951467,-0.13969312437810988,0.0061673497307970365,0.5277058098215163
7917728,-0.14876139900497432,0.006343894811209815,0.5277058098215163
8070744,0.09286436815920318,0.006442237305565504,0.5277058098215163
8041813,-0.11815984676616686,0.006408140958869886,0.5277058098215163
8093304,-0.12463689552238755,0.006204727766714861,0.5277058098215163
8015221,0.14511398208955484,0.006495777254321096,0.5280105496122948
8042495,-0.1252784059701515,0.006533331724787982,0.5280105496122948
7995292,0.27747319999999753,0.006511205478884824,0.5280105496122948
8001082,0.27848098706467894,0.006517740914707386,0.5280105496122948
8170671,0.09869682587064688,0.006515026535861388,0.5280105496122948
7995161,0.08512111243781106,0.006584386644154091,0.5282899327479489
8112053,0.06991556218905437,0.0065533164884816544,0.5282899327479489
8089928,-0.08118547263681464,0.006573915323485229,0.5282899327479489
8121390,-0.1571295104477599,0.006662134922595164,0.5332430445135845
8115606,-0.15070606567164013,0.007206624256243789,0.5343068109231698
8080416,-0.12140043781094523,0.007027940643708276,0.5343068109231698
8180374,-0.11730711044776143,0.007279654657316809,0.5343068109231698
8174750,0.09348082587064699,0.0071782384207346,0.5343068109231698
8149629,-0.18626264875621867,0.007229867260069821,0.5343068109231698
7895016,-0.109389651741294,0.006891180172095041,0.5343068109231698
8168081,0.2471378228855725,0.007215871501477202,0.5343068109231698
8146482,-0.10009659900497425,0.0069847857180525726,0.5343068109231698
8025958,-0.13542836218905485,0.00684660966583087,0.5343068109231698
8043459,-0.2224006567164185,0.006969610623679946,0.5343068109231698
8169676,0.09348082587064699,0.0071782384207346,0.5343068109231698
7998053,0.10657817910447687,0.007095793988260167,0.5343068109231698
7933733,0.07828994029850644,0.007158452619500584,0.5343068109231698
7895800,-0.1980148616915427,0.007086002923186496,0.5343068109231698
7892694,0.11813230049751056,0.00708708883524606,0.5343068109231698
8173955,0.09781527164179149,0.007291329708394188,0.5343068109231698
7898663,0.14295381492537196,0.007128654651007619,0.5343068109231698
