,B_cells,T_cells_CD4,T_cells_CD8,T_cells_Treg,NK_cells,Monocytes,Dendritic_cells,Neutrophils,Eosinophils,Basophils,Mast_cells,Platelets
Sample_481,0.04250525389183679,0.06749670442877283,0.10050335809349974,0.002075728146476256,0.164339129561556,0.33576040147228414,0.057596390515617844,0.14818843004355808,0.0005893684817759642,0.003162371838721819,0.0019789628842324923,0.07580390064166795
Sample_483,0.016658964716226108,0.06800463790519536,0.0882988715284211,0.0031017175267450364,0.10693085603727845,0.4348069643038551,0.06366608890962269,0.13514537927636613,0.002380297717324861,0.004668338383565544,0.005077359366691754,0.07126052432870798
Sample_485,0.021764260406673955,0.0760797888020603,0.0975551575569002,0.004639279033813085,0.1195258795747564,0.3994560718575342,0.07100421013369297,0.14514466904377485,0.005922315024171043,0.005311020477559117,0.006143792634416244,0.047453555454647675
Sample_487,0.02033982954676852,0.04920160293984924,0.16713692682344528,0.0012314096283617753,0.20582433080224333,0.37882989605624867,0.05298906816856414,0.0669695273603016,0.00017796546715603598,0.001863994239202637,0.001076179788474357,0.054359269179384384
Sample_489,0.023238694918903322,0.16073512458507264,0.18439381181562622,0.004892569889388594,0.3932229345509552,0.10869489602549633,0.055834361820236496,0.03981421599667167,0.0003344689807106093,0.002512086621302903,0.0013217194614633257,0.025005115334172663
Sample_491,0.020265431346664146,0.12170448659919161,0.19934913840871243,0.00447996444396434,0.22666874020107372,0.24001550249779344,0.03312746949181705,0.05336192925632321,0.002356231827899329,0.002603666044636397,0.002265911836775734,0.0938015280451485
Sample_493,0.021514472606787568,0.05177709065007721,0.06485394795254291,0.009121181010562269,0.10654188158332902,0.5089599676898511,0.08397780132120167,0.07414051753455697,0.00820554982069464,0.011199536804207126,0.017221086244505614,0.04248696678168398
Sample_495,0.032721087541420384,0.125623098104776,0.10032456060827281,0.010090497816123938,0.14184152496819824,0.3090865683327266,0.0691724409033298,0.08815998256540639,0.011679645103127332,0.008191341528716098,0.009636276927608626,0.09347297560029393
Sample_497,0.02005190098480003,0.08083853736306044,0.2167838548596448,0.004220260028419037,0.28864558387540895,0.20849673158126827,0.04898563325560393,0.045242905146593244,0.003507917103088638,0.005370241913371259,0.008196909957018033,0.06965952393172326
Sample_499,0.05957454289524544,0.20165117060810314,0.17995526639788673,0.007294456078493404,0.22627248718317025,0.1213117670780411,0.039412345116086045,0.04070725968062402,0.00310907131804556,0.005645455824664094,0.004848671434311293,0.11021750638532897
Sample_501,0.03026677898722267,0.2391333390983112,0.12746788771894135,0.008071545313398156,0.1838452213538064,0.21861184227906727,0.0637439653200209,0.05994135874783482,0.002453855410565772,0.0019603789238277426,0.003930557895578401,0.060573268951425265
Sample_503,0.03762605884137995,0.11689542267896816,0.2008562394829525,0.004534341118547435,0.2242930788936513,0.2082944016567261,0.07245340864363385,0.06492544962182947,0.0027230939717768337,0.005211411520761726,0.007314469009862057,0.05487262455991047
Sample_505,0.017104023603983685,0.17695399550529098,0.14726351510572375,0.004926159933637861,0.17046138934397978,0.1880234555350472,0.08124046223675982,0.07699547851452543,0.0051717711091122,0.00825734545051659,0.005755903716908629,0.11784649994451409
Sample_507,0.006917743014749993,0.1213721889862087,0.1605808182396187,0.005409286480710523,0.28023786739618073,0.24188316287421574,0.06086548282032186,0.050078465274698225,0.0001917581079466223,0.00045751657467880545,0.0001948292730504467,0.0718108809576195
Sample_509,0.03023012794166561,0.12959714819552376,0.17357381937978852,0.009888576158224976,0.24233121743110966,0.12699991240841596,0.07695531249788833,0.08662409673542894,0.001797860247371513,0.004770526734064196,0.009687422528587637,0.10754397974193107
Sample_511,0.015039978192903777,0.2317256908935265,0.11506678714398316,0.0020341262387017136,0.1312853392632682,0.3183796944381342,0.017966561471387612,0.09266070592063957,0.003562046737526459,0.005426152303817958,0.004353599033795718,0.06249931836231503
